practice_state,zip5,provider_count,unique_taxonomies,avg_provider_enum_year,recent_provider_growth
MS,39503,9,1,2022.3333333333333,5.0
MS,39531,5,0,2014.4,0.0
MS,39532,1,0,2007.0,0.0
MS,39534,1,0,2014.0,0.0
MS,39564,1,0,2015.0,0.0
MS,39565,1,0,2016.0,0.0
MS,39577,1,1,2026.0,1.0
MS,39581,1,0,2011.0,0.0
MS,39648,1,0,2012.0,0.0
MS,39701,1,0,2021.0,0.0
MT,59047,1,0,2025.0,1.0
MT,59101,15,2,2017.5333333333333,8.0
MT,59102,7,2,2024.0,5.0
MT,59105,1,0,2026.0,1.0
MT,59106,2,1,2026.0,2.0
MT,59230,1,0,2012.0,0.0
MT,59255,1,0,2026.0,1.0
MT,59324,1,0,2007.0,0.0
MT,59330,2,1,2014.0,0.0
MT,59401,4,0,2022.25,2.0
MT,59402,1,0,2018.0,0.0
MT,59404,2,0,2020.5,1.0
MT,59405,5,0,2022.4,3.0
MT,59501,1,0,2021.0,0.0
MT,59601,5,1,2020.4,2.0
MT,59635,1,0,2026.0,1.0
MT,59701,3,0,2025.3333333333333,3.0
MT,59711,2,0,2025.5,2.0
MT,59714,2,0,2016.5,1.0
MT,59715,9,1,2020.5555555555557,4.0
MT,59718,7,2,2019.2857142857142,3.0
MT,59725,1,0,2019.0,0.0
MT,59749,1,0,2006.0,0.0
MT,59801,7,2,2022.4285714285713,5.0
MT,59802,4,1,2015.0,2.0
MT,59804,4,1,2017.25,2.0
MT,59812,1,0,2007.0,0.0
MT,59840,1,1,2026.0,1.0
MT,59851,1,0,2026.0,1.0
MT,59864,1,0,2026.0,1.0
MT,59870,1,0,2024.0,1.0
MT,59901,7,0,2018.5714285714287,3.0
MT,59904,1,0,2026.0,1.0
MT,59911,1,0,2025.0,1.0
MT,59912,1,0,2026.0,1.0
MT,59917,1,0,2024.0,1.0
MT,59920,1,1,2026.0,1.0
MT,59923,1,0,2026.0,1.0
MT,59937,2,0,2023.0,1.0
MTREOPOLITANA,84200,1,0,2026.0,1.0
NC,26807,1,0,2021.0,0.0
NC,27012,2,0,2016.0,1.0
NC,27016,1,1,2026.0,1.0
NC,27017,2,0,2017.5,0.0
NC,27021,1,0,2015.0,0.0
NC,27028,2,1,2006.5,0.0
NC,27041,1,1,2026.0,1.0
NC,27042,1,1,2026.0,1.0
NC,27099,1,0,2025.0,1.0
NC,27101,11,0,2026.0,11.0
NC,27103,4,0,2019.75,3.0
NC,27104,2,0,2015.5,1.0
NC,27105,2,0,2016.5,1.0
NC,27106,4,0,2015.75,1.0
NC,27107,1,0,2007.0,0.0
NC,27127,5,1,2016.6,1.0
NC,27157,9,0,2017.4444444444443,3.0
NC,27203,3,0,2019.0,1.0
NC,27205,1,0,2026.0,1.0
NC,27215,4,1,2021.5,2.0
NC,27244,1,0,2026.0,1.0
NC,27260,1,0,2007.0,0.0
NC,27265,1,1,2026.0,1.0
NC,27278,1,0,2005.0,0.0
NC,27284,2,0,2015.0,0.0
NC,27288,1,0,2026.0,1.0
NC,27292,4,0,2013.5,1.0
NC,27298,2,1,2026.0,2.0
NC,27299,1,0,2025.0,1.0
NC,27302,4,1,2024.75,3.0
NC,27313,2,0,2026.0,2.0
NC,27316,1,0,2026.0,1.0
NC,27320,4,0,2025.25,4.0
NC,27330,6,0,2016.5,1.0
NC,27332,3,0,2026.0,3.0
NC,27357,1,0,2026.0,1.0
NC,27358,1,0,2024.0,1.0
NC,27360,1,0,2006.0,0.0
NC,27379,1,0,2025.0,1.0
NC,27401,4,1,2020.75,3.0
NC,27403,5,1,2016.8,1.0
NC,27405,2,0,2013.0,0.0
NC,27406,3,1,2022.0,1.0
NC,27407,4,0,2016.25,2.0
NC,27408,5,1,2022.0,1.0
NC,27409,2,0,2025.0,2.0
NC,27410,6,1,2023.0,4.0
NC,27411,1,0,2017.0,0.0
NC,27455,3,0,2025.6666666666667,3.0
NC,27501,1,0,2026.0,1.0
NC,27502,3,0,2024.0,2.0
NC,27506,1,0,2026.0,1.0
NC,27509,1,0,2026.0,1.0
NC,27510,1,0,2018.0,0.0
NC,27511,10,0,2022.2,6.0
NC,27513,8,1,2021.125,4.0
NC,27514,18,1,2022.7777777777778,13.0
NC,27516,3,1,2024.6666666666667,3.0
NC,27517,4,0,2017.25,0.0
NC,27518,3,0,2014.3333333333333,1.0
NC,27519,5,0,2014.2,2.0
NC,27520,2,0,2024.0,2.0
NC,27521,2,1,2026.0,2.0
NC,27522,1,0,2026.0,1.0
NC,27523,2,1,2026.0,2.0
NC,27525,1,0,2026.0,1.0
NC,27526,3,0,2024.3333333333333,2.0
NC,27527,2,0,2018.0,1.0
NC,27529,4,0,2018.0,1.0
NC,27534,3,0,2020.6666666666667,1.0
NC,27536,2,0,2021.5,0.0
NC,27537,1,0,2026.0,1.0
NC,27539,3,1,2021.3333333333333,2.0
NC,27540,10,1,2018.1,4.0
NC,27545,1,0,2026.0,1.0
NC,27546,6,0,2023.3333333333333,4.0
NC,27560,3,1,2026.0,3.0
NC,27565,1,0,2025.0,1.0
NC,27571,2,0,2013.5,0.0
NC,27573,2,0,2023.0,1.0
NC,27576,2,0,2026.0,2.0
NC,27577,2,1,2025.5,2.0
NC,27581,1,0,2026.0,1.0
NC,27583,1,0,2026.0,1.0
NC,27587,7,2,2022.857142857143,5.0
NC,27591,2,0,2016.0,1.0
NC,27596,1,0,2026.0,1.0
NC,27597,1,0,2007.0,0.0
NC,27599,6,0,2017.0,3.0
NC,27601,5,0,2024.0,4.0
NC,27603,4,1,2012.5,1.0
NC,27604,2,0,2018.0,1.0
NC,27605,1,0,2020.0,0.0
NC,27606,1,0,2026.0,1.0
NC,27607,8,0,2018.375,4.0
NC,27608,1,0,2026.0,1.0
NC,27609,8,1,2023.5,6.0
NC,27610,6,0,2020.3333333333333,3.0
NC,27612,5,1,2023.0,3.0
NC,27613,3,1,2024.0,2.0
NC,27614,4,1,2025.5,4.0
NC,27615,15,2,2023.2666666666667,11.0
NC,27616,2,0,2026.0,2.0
NC,27617,2,0,2023.0,1.0
NC,27701,2,0,2025.0,2.0
NC,27703,4,0,2015.25,1.0
NC,27704,12,1,2018.6666666666667,4.0
NC,27705,16,1,2020.8125,8.0
NC,27707,7,0,2022.2857142857142,5.0
NC,27710,3,0,2022.0,2.0
NC,27713,13,1,2021.8461538461538,5.0
NC,27804,2,0,2020.5,1.0
NC,27812,1,0,2026.0,1.0
NC,27817,1,0,2012.0,0.0
NC,27832,1,0,2024.0,1.0
NC,27834,16,0,2019.6875,8.0
NC,27858,5,1,2026.0,5.0
NC,27870,2,1,2020.5,0.0
NC,27886,3,0,2018.0,1.0
NC,27889,2,1,2026.0,2.0
NC,27892,2,1,2025.5,2.0
NC,27893,3,0,2018.6666666666667,2.0
NC,27896,2,1,2026.0,2.0
NC,27909,6,1,2021.8333333333333,4.0
NC,27910,3,0,2014.3333333333333,1.0
NC,28001,1,0,2007.0,0.0
NC,28012,6,0,2009.8333333333333,0.0
NC,28016,1,0,2026.0,1.0
NC,28021,1,0,2026.0,1.0
NC,28025,3,1,2020.6666666666667,2.0
NC,28027,6,0,2021.3333333333333,4.0
NC,28031,2,0,2021.5,1.0
NC,28036,1,0,2026.0,1.0
NC,28037,3,1,2023.3333333333333,2.0
NC,28043,2,0,2025.0,2.0
NC,28052,1,0,2023.0,1.0
NC,28054,10,1,2013.6,2.0
NC,28075,1,0,2020.0,0.0
NC,28078,6,1,2019.3333333333333,3.0
NC,28079,3,0,2020.3333333333333,1.0
NC,28080,2,0,2026.0,2.0
NC,28086,1,0,2026.0,1.0
NC,28092,3,0,2018.3333333333333,1.0
NC,28097,1,0,2026.0,1.0
NC,28104,2,0,2024.0,1.0
NC,28105,3,0,2018.0,0.0
NC,28110,4,1,2026.0,4.0
NC,28117,7,2,2022.4285714285713,6.0
NC,28120,1,0,2024.0,1.0
NC,28144,3,1,2017.3333333333333,1.0
NC,28147,2,0,2022.0,1.0
NC,28150,1,0,2025.0,1.0
NC,28160,1,0,2012.0,0.0
NC,28163,1,0,2025.0,1.0
NC,28173,3,0,2023.3333333333333,2.0
NC,28202,12,2,2018.1666666666667,3.0
NC,28203,8,1,2020.5,2.0
NC,28204,14,2,2019.9285714285713,4.0
NC,28205,3,0,2020.6666666666667,2.0
NC,28206,3,0,2019.3333333333333,1.0
NC,28207,4,1,2011.25,1.0
NC,28208,3,0,2018.6666666666667,1.0
NC,28209,2,0,2019.0,0.0
NC,28210,7,0,2017.857142857143,3.0
NC,28212,4,1,2024.5,3.0
NC,28215,5,1,2025.2,5.0
NC,28216,4,0,2024.0,3.0
NC,28217,1,0,2026.0,1.0
NC,28226,5,1,2017.6,2.0
NC,28262,7,2,2022.0,5.0
NC,28269,6,1,2026.0,6.0
NC,28273,3,0,2024.3333333333333,2.0
NC,28277,5,1,2014.2,2.0
NC,28301,3,1,2026.0,3.0
NC,28302,1,0,2024.0,1.0
NC,28303,7,1,2025.857142857143,7.0
NC,28304,15,0,2022.7333333333333,9.0
NC,28305,2,0,2008.5,0.0
NC,28306,2,0,2022.5,1.0
NC,28307,1,1,2023.0,1.0
NC,28308,1,0,2026.0,1.0
NC,28310,36,2,2017.4444444444443,10.0
NC,28311,2,1,2019.0,0.0
NC,28314,3,0,2023.0,2.0
NC,28315,1,1,2008.0,0.0
NC,28323,1,0,2026.0,1.0
NC,28326,1,0,2026.0,1.0
NC,28328,1,0,2026.0,1.0
NC,28334,2,0,2023.0,1.0
NC,28337,2,0,2006.5,0.0
NC,28345,1,0,2026.0,1.0
NC,28348,4,1,2022.0,1.0
NC,28349,2,0,2024.5,2.0
NC,28352,3,1,2019.3333333333333,2.0
NC,28358,5,0,2022.4,1.0
NC,28360,2,0,2019.5,0.0
NC,28364,1,0,2026.0,1.0
NC,28365,2,0,2026.0,2.0
NC,28372,1,0,2026.0,1.0
NC,28374,4,0,2026.0,4.0
NC,28376,4,1,2021.25,1.0
NC,28377,1,0,2023.0,1.0
NC,28379,2,1,2024.5,2.0
NC,28383,2,0,2022.0,1.0
NC,28384,1,0,2023.0,1.0
NC,28387,4,2,2021.75,2.0
NC,28390,4,1,2026.0,4.0
NC,28398,3,0,2024.3333333333333,2.0
NC,28401,6,0,2015.1666666666667,1.0
NC,28403,15,0,2022.5333333333333,10.0
NC,28405,3,0,2020.3333333333333,1.0
NC,28409,2,1,2016.5,1.0
NC,28411,1,0,2013.0,0.0
NC,28412,3,0,2020.6666666666667,2.0
NC,28422,3,0,2015.6666666666667,1.0
NC,28433,2,0,2007.5,0.0
NC,28439,1,0,2026.0,1.0
NC,28443,2,0,2023.5,1.0
NC,28451,1,0,2022.0,0.0
NC,28461,1,1,2026.0,1.0
NC,28466,2,0,2022.0,1.0
NC,28470,4,1,2020.25,2.0
NC,28472,2,1,2026.0,2.0
NC,28501,1,0,2026.0,1.0
NC,28513,1,0,2026.0,1.0
NC,28532,2,1,2022.0,1.0
NC,28540,1,1,2026.0,1.0
NC,28546,2,1,2025.0,2.0
NC,28547,8,0,2022.75,6.0
NC,28551,2,0,2025.5,2.0
NC,28557,15,1,2025.7333333333333,15.0
NC,28560,1,0,2015.0,0.0
NC,28562,3,0,2018.6666666666667,2.0
NC,28580,4,0,2017.0,2.0
NC,28590,1,0,2026.0,1.0
NC,28601,3,0,2022.3333333333333,2.0
NC,28602,5,0,2020.2,3.0
NC,28607,3,1,2021.6666666666667,2.0
NC,28621,1,0,2006.0,0.0
NC,28625,5,1,2015.6,1.0
NC,28645,1,0,2026.0,1.0
NC,28650,1,0,2026.0,1.0
NC,28655,4,0,2017.0,0.0
NC,28658,3,0,2013.0,1.0
NC,28659,1,0,2024.0,1.0
NC,28677,1,0,2026.0,1.0
NC,28684,1,0,2023.0,1.0
NC,28692,2,0,2025.5,2.0
NC,28704,3,0,2019.3333333333333,2.0
NC,28705,1,1,2006.0,0.0
NC,28708,1,0,2026.0,1.0
NC,28711,3,0,2015.6666666666667,0.0
NC,28712,1,0,2006.0,0.0
NC,28721,2,0,2017.5,0.0
NC,28723,1,1,2024.0,1.0
NC,28739,3,1,2025.6666666666667,3.0
NC,28757,1,0,2015.0,0.0
NC,28779,2,1,2022.5,1.0
NC,28791,1,0,2023.0,1.0
NC,28792,4,0,2021.75,3.0
NC,28801,10,1,2019.4,5.0
NC,28803,8,0,2020.375,3.0
NC,28804,1,0,2017.0,0.0
NC,28805,3,1,2024.3333333333333,2.0
NC,28806,2,0,2009.5,0.0
NC,28906,2,0,2015.5,1.0
ND,58047,1,0,2026.0,1.0
ND,58072,3,0,2019.6666666666667,2.0
ND,58078,5,0,2026.0,5.0
ND,58102,6,1,2018.5,3.0
ND,58103,7,2,2018.0,3.0
ND,58104,6,2,2025.3333333333333,6.0
ND,58201,10,0,2020.1,5.0
ND,58257,1,0,2006.0,0.0
ND,58301,1,1,2026.0,1.0
ND,58401,2,0,2020.0,1.0
ND,58429,1,0,2026.0,1.0
ND,58501,7,1,2021.142857142857,5.0
ND,58503,4,1,2024.0,3.0
ND,58504,3,1,2019.6666666666667,2.0
ND,58601,2,0,2025.5,2.0
ND,58623,1,1,2026.0,1.0
ND,58701,6,0,2023.5,4.0
ND,58703,1,0,2026.0,1.0
ND,58763,1,0,2026.0,1.0
ND,58801,1,0,2013.0,0.0
ND,58854,1,1,2026.0,1.0
NE,68005,4,0,2024.75,3.0
NE,68007,3,0,2026.0,3.0
NE,68008,1,0,2026.0,1.0
NE,68022,3,0,2026.0,3.0
NE,68025,5,1,2023.6,4.0
NE,68046,3,1,2023.3333333333333,2.0
NE,68048,1,0,2026.0,1.0
NE,68071,1,0,2007.0,0.0
NE,68102,6,0,2025.8333333333333,6.0
NE,68104,7,0,2025.857142857143,7.0
NE,68105,10,1,2025.3,9.0
NE,68106,10,0,2025.0,9.0
NE,68107,3,0,2025.3333333333333,3.0
NE,68108,3,0,2026.0,3.0
NE,68111,7,0,2025.5714285714287,7.0
NE,68112,1,1,2026.0,1.0
NE,68114,16,0,2024.4375,14.0
NE,68116,1,0,2026.0,1.0
NE,68117,1,0,2025.0,1.0
NE,68118,1,1,2025.0,1.0
NE,68122,5,0,2026.0,5.0
NE,68123,6,0,2026.0,6.0
NE,68124,2,0,2012.0,0.0
NE,68127,7,0,2025.142857142857,6.0
NE,68128,5,0,2026.0,5.0
NE,68130,4,0,2022.25,2.0
NE,68131,4,0,2026.0,4.0
NE,68132,1,0,2026.0,1.0
NE,68133,1,0,2026.0,1.0
NE,68134,9,0,2026.0,9.0
NE,68135,3,1,2024.3333333333333,2.0
NE,68136,2,0,2026.0,2.0
NE,68137,15,0,2024.6666666666667,13.0
NE,68138,1,0,2026.0,1.0
NE,68144,10,0,2025.4,10.0
NE,68152,4,0,2026.0,4.0
NE,68154,10,1,2021.3,5.0
NE,68164,2,0,2020.5,0.0
NE,68198,2,0,2018.0,1.0
NE,68310,2,0,2026.0,2.0
NE,68333,4,0,2025.75,4.0
NE,68410,2,1,2021.0,0.0
NE,68450,1,0,2026.0,1.0
NE,68502,5,1,2025.8,5.0
NE,68503,1,0,2026.0,1.0
NE,68504,2,0,2026.0,2.0
NE,68505,2,2,2026.0,2.0
NE,68506,15,2,2021.6,11.0
NE,68507,2,1,2025.0,2.0
NE,68508,5,1,2024.0,4.0
NE,68510,15,1,2023.3333333333333,10.0
NE,68512,2,0,2026.0,2.0
NE,68516,15,1,2025.0,14.0
NE,68521,12,0,2026.0,12.0
NE,68522,3,0,2026.0,3.0
NE,68524,1,0,2026.0,1.0
NE,68526,3,0,2023.3333333333333,2.0
NE,68528,2,1,2026.0,2.0
NE,68601,5,1,2023.8,4.0
NE,68620,1,1,2023.0,1.0
NE,68701,34,0,2024.6764705882354,30.0
NE,68739,2,1,2023.5,1.0
NE,68756,1,1,2023.0,0.0
NE,68763,2,1,2023.5,1.0
NE,68776,1,0,2026.0,1.0
NE,68787,1,1,2026.0,1.0
NE,68788,1,0,2026.0,1.0
NE,68801,6,1,2024.1666666666667,5.0
NE,68803,6,1,2025.3333333333333,5.0
NE,68822,1,0,2010.0,0.0
NE,68826,1,1,2025.0,1.0
NE,68832,1,0,2026.0,1.0
NE,68845,2,0,2026.0,2.0
NE,68847,3,0,2019.3333333333333,2.0
NE,68850,1,0,2026.0,1.0
NE,68864,1,1,2026.0,1.0
NE,68901,11,0,2016.7272727272727,3.0
NE,68927,1,0,2006.0,0.0
NE,68930,1,0,2026.0,1.0
NE,68932,1,0,2026.0,1.0
NE,69101,1,0,2026.0,1.0
NE,69145,1,1,2026.0,1.0
NE,69153,2,0,2026.0,2.0
NE,69154,1,0,2026.0,1.0
NE,69162,2,0,2026.0,2.0
NE,69301,1,0,2026.0,1.0
NE,69336,1,0,2026.0,1.0
NE,69337,1,0,2026.0,1.0
NE,69341,1,0,2026.0,1.0
NE,69348,1,0,2026.0,1.0
NE,69361,4,1,2025.25,4.0
NH,3042,1,0,2006.0,0.0
NH,3053,3,0,2016.6666666666667,1.0
NH,3054,1,0,2026.0,1.0
NH,3055,4,1,2025.5,4.0
NH,3060,6,0,2021.8333333333333,4.0
NH,3076,1,0,2015.0,0.0
NH,3079,3,0,2024.6666666666667,3.0
NH,3084,1,1,2026.0,1.0
NH,3087,2,1,2022.5,1.0
NH,3102,2,1,2026.0,2.0
NH,3103,4,0,2021.75,3.0
NH,3104,4,0,2021.5,2.0
NH,3216,1,0,2006.0,0.0
NH,3242,1,0,2022.0,0.0
NH,3253,1,1,2026.0,1.0
NH,3264,3,0,2019.6666666666667,2.0
NH,3301,3,0,2019.3333333333333,1.0
NH,3303,1,0,2026.0,1.0
NH,3431,5,1,2017.0,2.0
NH,3458,1,0,2026.0,1.0
NH,3470,1,0,2026.0,1.0
NH,3570,1,0,2026.0,1.0
NH,3579,1,0,2026.0,1.0
NH,3584,1,0,2026.0,1.0
NH,3598,1,0,2019.0,0.0
NH,3743,1,0,2026.0,1.0
NH,3755,4,1,2020.5,2.0
NH,3756,9,0,2022.0,5.0
NH,3766,7,0,2025.2857142857142,6.0
NH,3801,4,0,2020.75,1.0
NH,3809,1,1,2006.0,0.0
NH,3820,1,0,2019.0,0.0
NH,3833,3,0,2018.6666666666667,2.0
NH,3851,1,0,2006.0,0.0
NH,3857,1,0,2022.0,0.0
NH,3858,1,0,2016.0,0.0
NH,3860,1,0,2025.0,1.0
NH,3867,2,0,2020.5,1.0
NH,3885,1,0,2026.0,1.0
NH,3894,4,2,2017.0,2.0
NJ,7003,1,1,2026.0,1.0
NJ,7005,2,1,2015.5,1.0
NJ,7008,3,1,2026.0,3.0
NJ,7009,1,0,2026.0,1.0
NJ,7012,2,1,2026.0,2.0
NJ,7013,2,0,2016.5,1.0
NJ,7016,1,1,2026.0,1.0
NJ,7018,3,0,2019.0,2.0
NJ,7020,1,0,2026.0,1.0
NJ,7023,1,0,2018.0,0.0
NJ,7024,17,3,2020.8823529411766,8.0
NJ,7026,1,1,2026.0,1.0
NJ,7027,1,1,2021.0,0.0
NJ,7030,2,1,2025.5,2.0
NJ,7032,2,0,2024.5,2.0
NJ,7034,1,0,2011.0,0.0
NJ,7036,2,0,2026.0,2.0
NJ,7039,5,0,2020.8,3.0
NJ,7040,2,1,2026.0,2.0
NJ,7041,1,1,2026.0,1.0
NJ,7042,6,2,2017.0,1.0
NJ,7043,1,0,2007.0,0.0
NJ,7046,2,1,2016.0,1.0
NJ,7047,3,1,2020.3333333333333,2.0
NJ,7050,1,0,2026.0,1.0
NJ,7052,2,0,2025.5,2.0
NJ,7054,1,0,2026.0,1.0
NJ,7055,2,0,2019.0,0.0
NJ,7060,2,1,2024.0,2.0
NJ,7065,1,0,2014.0,0.0
NJ,7069,2,0,2020.5,1.0
NJ,7070,2,1,2023.5,1.0
NJ,7073,1,0,2026.0,1.0
NJ,7076,2,1,2006.5,0.0
NJ,7078,1,0,2026.0,1.0
NJ,7079,1,0,2022.0,0.0
NJ,7080,2,1,2020.5,1.0
NJ,7081,1,0,2007.0,0.0
NJ,7083,6,1,2022.8333333333333,5.0
NJ,7086,1,0,2026.0,1.0
NJ,7090,2,0,2008.0,0.0
NJ,7092,1,0,2026.0,1.0
NJ,7093,1,0,2020.0,0.0
NJ,7094,2,0,2013.5,0.0
NJ,7095,1,0,2026.0,1.0
NJ,7102,7,2,2020.0,2.0
NJ,7103,14,1,2023.857142857143,10.0
NJ,7104,1,0,2026.0,1.0
NJ,7105,2,0,2020.0,1.0
NJ,7109,4,0,2019.5,2.0
NJ,7110,2,0,2025.5,2.0
NJ,7111,4,1,2024.75,3.0
NJ,7112,3,0,2026.0,3.0
NJ,7203,2,1,2024.0,1.0
NJ,7204,1,0,2026.0,1.0
NJ,7208,1,0,2022.0,0.0
NJ,7302,8,2,2022.375,4.0
NJ,7304,1,0,2013.0,0.0
NJ,7305,2,1,2017.0,1.0
NJ,7306,7,1,2023.7142857142858,6.0
NJ,7307,2,0,2019.5,1.0
NJ,7407,2,0,2021.5,1.0
NJ,7410,2,0,2023.0,1.0
NJ,7417,4,1,2017.0,2.0
NJ,7418,1,0,2023.0,0.0
NJ,7422,1,0,2011.0,0.0
NJ,7424,2,0,2024.5,2.0
NJ,7430,1,1,2026.0,1.0
NJ,7446,2,0,2017.0,1.0
NJ,7450,4,1,2016.0,2.0
NJ,7452,1,0,2026.0,1.0
NJ,7461,1,0,2024.0,1.0
NJ,7470,5,2,2022.4,4.0
NJ,7480,1,0,2026.0,1.0
NJ,7501,2,0,2016.5,1.0
NJ,7502,1,0,2026.0,1.0
NJ,7503,1,0,2022.0,0.0
NJ,7512,1,0,2018.0,0.0
NJ,7601,11,0,2022.2727272727273,6.0
NJ,7607,1,0,2023.0,1.0
NJ,7621,1,0,2026.0,1.0
NJ,7626,1,0,2026.0,1.0
NJ,7628,1,0,2026.0,1.0
NJ,7631,3,0,2015.3333333333333,0.0
NJ,7640,1,0,2026.0,1.0
NJ,7644,1,0,2026.0,1.0
NJ,7645,3,0,2023.3333333333333,2.0
NJ,7650,1,0,2008.0,0.0
NJ,7652,11,1,2022.6363636363637,6.0
NJ,7662,1,0,2026.0,1.0
NJ,7666,5,1,2021.8,4.0
NJ,7670,1,0,2026.0,1.0
NJ,7701,3,1,2026.0,3.0
NJ,7712,1,0,2025.0,1.0
NJ,7716,1,0,2026.0,1.0
NJ,7719,1,0,2026.0,1.0
NJ,7721,2,1,2026.0,2.0
NJ,7724,1,0,2026.0,1.0
NJ,7726,2,0,2016.0,1.0
NJ,7728,3,0,2015.3333333333333,1.0
NJ,7731,2,0,2025.5,2.0
NJ,7733,1,0,2025.0,1.0
NJ,7734,2,1,2026.0,2.0
NJ,7739,1,0,2025.0,1.0
NJ,7740,1,0,2020.0,0.0
NJ,7746,1,1,2026.0,1.0
NJ,7747,7,0,2019.7142857142858,4.0
NJ,7748,4,0,2025.75,4.0
NJ,7753,5,1,2023.6,3.0
NJ,7755,1,0,2023.0,1.0
NJ,7762,1,0,2007.0,0.0
NJ,7764,4,1,2016.25,2.0
NJ,7801,1,0,2026.0,1.0
NJ,7803,1,0,2026.0,1.0
NJ,7822,1,1,2026.0,1.0
NJ,7828,1,0,2026.0,1.0
NJ,7834,2,1,2015.5,1.0
NJ,7836,1,0,2026.0,1.0
NJ,7840,1,0,2016.0,0.0
NJ,7853,1,0,2016.0,0.0
NJ,7860,3,1,2024.3333333333333,2.0
NJ,7866,1,0,2026.0,1.0
NJ,7869,1,0,2020.0,0.0
NJ,7871,1,0,2022.0,0.0
NJ,7874,1,0,2025.0,1.0
NJ,7882,1,0,2020.0,0.0
NJ,7901,2,0,2007.5,0.0
NJ,7920,4,0,2009.0,0.0
NJ,7921,1,0,2025.0,1.0
NJ,7922,4,0,2012.5,1.0
NJ,7928,1,1,2026.0,1.0
NJ,7930,1,0,2026.0,1.0
NJ,7932,1,0,2026.0,1.0
NJ,7945,1,0,2026.0,1.0
NJ,7950,4,2,2020.0,2.0
NJ,7960,6,1,2021.3333333333333,3.0
NJ,7980,1,0,2026.0,1.0
NJ,8002,2,0,2025.5,2.0
NJ,8003,3,1,2022.3333333333333,2.0
NJ,8005,1,0,2022.0,0.0
NJ,8008,1,0,2011.0,0.0
NJ,8012,3,1,2012.0,0.0
NJ,8016,2,1,2025.5,2.0
NJ,8021,3,1,2025.6666666666667,3.0
NJ,8028,2,0,2020.5,1.0
NJ,8034,3,0,2024.0,2.0
NJ,8036,3,0,2025.0,3.0
NJ,8037,1,0,2025.0,1.0
NJ,8043,5,0,2017.0,1.0
NJ,8048,3,0,2021.3333333333333,2.0
NJ,8050,5,0,2021.8,4.0
NJ,8052,1,0,2022.0,0.0
NJ,8053,4,1,2020.75,3.0
NJ,8054,7,0,2022.857142857143,5.0
NJ,8055,1,0,2019.0,0.0
NJ,8057,3,1,2016.3333333333333,1.0
NJ,8060,3,1,2025.0,3.0
NJ,8062,1,0,2022.0,0.0
NJ,8068,1,0,2020.0,0.0
NJ,8077,1,0,2023.0,1.0
NJ,8080,7,1,2014.142857142857,0.0
NJ,8081,1,0,2026.0,1.0
NJ,8089,1,0,2026.0,1.0
NJ,8094,1,1,2007.0,0.0
NJ,8096,6,1,2019.5,3.0
NJ,8102,1,0,2026.0,1.0
NJ,8103,18,0,2016.888888888889,9.0
NJ,8106,1,0,2017.0,0.0
NJ,8107,1,0,2026.0,1.0
NJ,8108,1,1,2006.0,0.0
NJ,8109,3,0,2026.0,3.0
NJ,8203,1,0,2026.0,1.0
NJ,8204,1,0,2023.0,1.0
NJ,8205,4,0,2011.5,1.0
NJ,8210,4,0,2022.0,2.0
NJ,8215,1,0,2026.0,1.0
NJ,8221,4,0,2023.5,3.0
NJ,8223,1,0,2006.0,0.0
NJ,8225,1,0,2026.0,1.0
NJ,8226,2,1,2021.0,1.0
NJ,8230,1,0,2026.0,1.0
NJ,8232,1,0,2014.0,0.0
NJ,8234,5,1,2018.0,2.0
NJ,8244,2,0,2018.0,0.0
NJ,8302,1,1,2026.0,1.0
NJ,8322,1,0,2026.0,1.0
NJ,8330,2,1,2022.0,1.0
NJ,8332,3,0,2026.0,3.0
NJ,8360,3,0,2019.6666666666667,0.0
NJ,8401,1,0,2020.0,0.0
NJ,8505,1,0,2023.0,1.0
NJ,8512,1,0,2026.0,1.0
NJ,8527,4,2,2026.0,4.0
NJ,8534,1,0,2018.0,0.0
NJ,8536,3,2,2022.3333333333333,2.0
NJ,8540,6,0,2017.1666666666667,3.0
NJ,8550,2,1,2026.0,2.0
NJ,8560,1,0,2026.0,1.0
NJ,8619,2,0,2023.0,1.0
NJ,8628,4,0,2024.25,3.0
NJ,8629,1,1,2017.0,0.0
NJ,8638,1,0,2026.0,1.0
NJ,8648,4,0,2020.25,2.0
NJ,8690,4,0,2022.0,2.0
NJ,8691,2,0,2020.0,0.0
NJ,8701,12,2,2024.9166666666667,11.0
NJ,8722,1,1,2025.0,1.0
NJ,8723,1,0,2026.0,1.0
NJ,8724,4,0,2019.5,1.0
NJ,8731,3,1,2026.0,3.0
NJ,8750,1,0,2026.0,1.0
NJ,8752,1,0,2025.0,1.0
NJ,8753,5,0,2019.8,2.0
NJ,8755,7,1,2018.0,2.0
NJ,8757,1,0,2026.0,1.0
NJ,8759,2,0,2023.0,1.0
NJ,8807,4,0,2022.75,3.0
NJ,8812,1,0,2026.0,1.0
NJ,8816,9,2,2023.2222222222222,7.0
NJ,8817,2,0,2022.0,1.0
NJ,8820,5,1,2020.2,1.0
NJ,8822,3,1,2025.6666666666667,3.0
NJ,8824,1,1,2026.0,1.0
NJ,8827,1,0,2021.0,0.0
NJ,8830,2,1,2026.0,2.0
NJ,8831,5,2,2017.4,2.0
NJ,8837,4,1,2023.75,3.0
NJ,8840,1,0,2026.0,1.0
NJ,8844,1,1,2021.0,0.0
NJ,8852,1,0,2026.0,1.0
